timestamp,participant_id,condition,study_id,session_id
2020-11-24T01:08:20+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-24T01:11:49+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-24T12:48:00+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T12:59:52+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-24T13:01:51+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T13:07:39+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-24T13:11:42+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T14:31:06+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T14:49:58+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-24T14:51:34+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-24T14:55:11+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T15:55:37+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-24T18:48:12+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-24T18:52:50+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T20:53:41+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-24T20:56:20+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-24T21:02:43+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T21:39:25+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-24T21:39:30+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-24T22:16:19+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-24T22:34:31+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-24T22:38:04+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-24T22:39:08+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-24T22:48:16+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-24T22:48:38+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-24T23:57:32+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T00:02:07+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T00:03:12+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T00:03:19+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T00:04:30+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T00:04:36+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T00:04:59+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T00:05:05+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T00:05:13+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T00:05:19+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T00:07:32+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T00:09:12+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T00:10:44+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T00:10:54+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T00:14:32+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T00:14:42+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T00:27:39+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T00:29:20+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T00:29:40+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T00:44:52+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T00:45:04+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T00:51:57+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T11:24:47+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T11:40:45+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T11:58:20+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T12:09:32+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T12:47:19+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T13:01:18+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-25T13:03:40+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T13:09:26+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T13:09:38+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-25T15:53:54+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-25T16:51:27+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T17:44:34+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-25T20:26:02+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T05:35:23+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T05:35:40+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T05:39:34+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T05:41:35+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T05:42:19+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T06:21:35+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T06:21:51+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T06:23:20+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T06:25:17+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T06:25:38+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T06:31:29+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T06:37:26+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-26T07:27:58+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T08:26:40+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T08:26:55+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T09:37:54+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T09:46:48+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-26T10:00:05+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-26T10:00:14+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-26T10:00:22+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T10:02:25+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-26T10:15:56+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T10:18:34+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T10:18:46+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T10:18:59+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T10:25:02+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T10:25:12+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T10:25:28+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T10:25:36+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T10:29:23+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T10:29:33+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T10:36:46+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T10:39:30+0100,DEBUG,f1_level2_f2_level1,1,1
